"t","y","dy","Filter"
"57501.50819","0.117532","0.017827","X1"
"57501.77595","0.150321","0.017843","X1"
"57501.91463","0.129745","0.020641","X1"
"57502.10524","0.198044","0.022176","X1"
"57502.30467","0.187921","0.026643","X1"
"57502.77245","0.146137","0.016106","X1"
"57502.91251","0.113787","0.01684","X1"
"57503.0453","0.144664","0.016736","X1"
"57503.30896","0.144983","0.0184","X1"
"57503.5036","0.172954","0.017969","X1"
"57503.64317","0.115996","0.021851","X1"
"57503.90688","0.139545","0.015888","X1"
"57504.03822","0.135023","0.016301","X1"
"57504.29773","0.10805","0.014921","X1"
"57504.49811","0.144138","0.016538","X1"
"57504.70191","0.206148","0.024727","X1"
"57504.91392","0.115913","0.044592","X1"
"57505.10261","0.146919","0.015889","X1"
"57505.29648","0.152032","0.017837","X1"
"57505.56078","0.156597","0.016539","X1"
"57505.69817","0.159588","0.023035","X1"
"57505.83049","0.128295","0.015794","X1"
"57438.0446844463","5.767032","0.0795748305005314","UVW2"
"57438.3637064894","5.80526","0.0799080914266256","UVW2"
"57438.4962397156","5.754542","0.079592111993482","UVW2"
"57438.6966068897","5.87785","0.0807490519204096","UVW2"
"57439.0399536163","5.788303","0.0799690571817818","UVW2"
"57439.3616304999","5.775468","0.0795878640195117","UVW2"
"57439.5690911687","5.8543306","0.0806744250476896","UVW2"
"57439.7060499848","5.661913","0.0784046823899205","UVW2"
"57440.4255132389","5.714515","0.0788492320365248","UVW2"
"57440.5681357302","5.839984","0.0803668507329305","UVW2"
"57440.7643522507","5.697974","0.0789320412423045","UVW2"
"57440.9012282059","5.717635","0.0788780524480474","UVW2"
"57441.0349510176","5.72756","0.0790713450828679","UVW2"
"57441.4230543256","5.604176","0.0776639107969424","UVW2"
"57441.5676926015","5.721858","0.0791667326825008","UVW2"
"57441.7673254918","5.69125","0.0786459759317854","UVW2"
"57441.8978928968","5.818692","0.0800707959861563","UVW2"
"57442.0314838718","5.8046416","0.0800228059448263","UVW2"
"57442.4201336244","5.6442115","0.0782675277886438","UVW2"
"57442.5548181852","5.6819553","0.078740874761109","UVW2"
"57442.7606118654","5.730786","0.079307444755633","UVW2"
"57442.8954826074","5.704804","0.0789631491956738","UVW2"
"57443.0302195565","5.6493713","0.0783144793287953","UVW2"
"57443.4157974976","5.779236","0.0798674603096973","UVW2"
"57443.8151615084","5.797135","0.0800858294212243","UVW2"
"57444.0233861803","5.8604685","0.0808188921688072","UVW2"
"57444.3464261822","5.567945","0.0773879005714458","UVW2"
"57444.4797741077","5.93217","0.0816781164954333","UVW2"
"57444.750440331","5.8583286","0.080468488640327","UVW2"
"57445.343922857","5.805865","0.0800754486943169","UVW2"
"57445.4105820216","5.805503","0.080160815886981","UVW2"
"57445.6779345538","5.724087","0.0792164361126072","UVW2"
"57446.0204673861","5.630446","0.0781345869178892","UVW2"
"57446.3413502921","5.6761318","0.0787054828081402","UVW2"
"57446.4751935437","5.725184","0.0791316361376583","UVW2"
"57446.6732873904","5.819125","0.0803794922206193","UVW2"
"57447.0834950632","5.832686","0.0803840798563406","UVW2"
"57447.4720606309","5.7889674","0.0798800263649511","UVW2"
"57447.6046802211","5.5380505","0.0769090890645071","UVW2"
"57447.9419225672","5.723255","0.079047893139747","UVW2"
"57448.0096775983","5.8243666","0.0802687077034685","UVW2"
"57448.3353611021","5.6808914","0.0786963722971598","UVW2"
"57448.5347129596","5.8081415","0.080132826068267","UVW2"
"57448.7344787462","5.7808935","0.0798975116355953","UVW2"
"57448.9384412207","5.6272197","0.0781093154771614","UVW2"
"57449.0084734749","5.7865476","0.0797175046209758","UVW2"
"57449.2654902343","5.7497416","0.0795699729389968","UVW2"
"57449.4655336162","5.7821274","0.0798044490921796","UVW2"
"57449.6640906904","5.670493","0.078654382580386","UVW2"
"57449.9418975181","5.7805526","0.0799308144827408","UVW2"
"57450.0069375692","5.706027","0.0790424993868795","UVW2"
"57450.209008539","5.6972385","0.078812715062852","UVW2"
"57450.593750354","5.5632545","0.0773754713894211","UVW2"
"57450.8027776904","5.6459937","0.078323743145861","UVW2"
"57451.0072151853","5.5853654","0.0776540109191308","UVW2"
"57451.2595346836","5.5870754","0.077445218297559","UVW2"
"57451.4585402426","5.5699975","0.0774614104338155","UVW2"
"57451.658128072","5.540421","0.0768662101264768","UVW2"
"57451.9279170845","5.5980323","0.077746035552443","UVW2"
"57452.0659359638","5.6367522","0.0781050570061595","UVW2"
"57452.2569663107","5.3792254","0.0752559174878549","UVW2"
"57452.4602128593","5.6275524","0.0779321023657512","UVW2"
"57452.6548544608","5.7044755","0.0790160903888463","UVW2"
"57452.9245175531","5.4848822","0.076452048915765","UVW2"
"57453.1297689404","5.635026","0.0780418917077254","UVW2"
"57453.2536441312","5.5345722","0.077003214544387","UVW2"
"57453.4512822103","5.4895992","0.076529579594091","UVW2"
"57453.6505841816","5.6417395","0.0782978070646848","UVW2"
"57453.9209574044","5.471231","0.0762819737649201","UVW2"
"57454.4578875689","5.714938","0.079166764043065","UVW2"
"57454.7138032482","5.765505","0.079746026956903","UVW2"
"57455.2470611173","5.749142","0.0794235524240363","UVW2"
"57455.4454229098","5.614561","0.0780082145293328","UVW2"
"57456.1761004352","5.822554","0.0804211864889372","UVW2"
"57456.6410516014","5.847881","0.0807174100980085","UVW2"
"57456.9098311968","5.7883074","0.0800272212483964","UVW2"
"57457.046406254","5.7157255","0.0791779185592674","UVW2"
"57457.3144915815","5.73599","0.0794365201289833","UVW2"
"57457.4488439373","5.939702","0.0818170904526727","UVW2"
"57457.7051815847","5.903763","0.0814457087067624","UVW2"
"57457.9061480342","6.030684","0.0828788203694869","UVW2"
"57458.2511252718","6.0263094","0.082821603164183","UVW2"
"57458.4420648147","6.1681996","0.0843345118412394","UVW2"
"57458.702975864","6.1202664","0.0839064429921953","UVW2"
"57458.9077966632","6.168228","0.0844825652930367","UVW2"
"57459.1075100325","6.2164724","0.0850326690267572","UVW2"
"57459.3038809478","6.213783","0.0849929657402348","UVW2"
"57460.4969338479","6.2508206","0.0854396729594282","UVW2"
"57460.699197904","6.379728","0.08694821859907","UVW2"
"57460.8986465734","6.52432","0.088648256032399","UVW2"
"57461.692316827","6.495091","0.0883147945597911","UVW2"
"57461.9585296665","6.4369015","0.0876757665796874","UVW2"
"57462.1671127027","6.5046106","0.0884679717227762","UVW2"
"57462.4900637297","6.3193516","0.0862698297911708","UVW2"
"57462.7605427834","6.369298","0.0868769992875502","UVW2"
"57463.0217514652","6.518069","0.0886085836122501","UVW2"
"57463.2874893245","6.662651","0.0903159945577605","UVW2"
"57463.5529888147","6.77997","0.091709048500643","UVW2"
"57463.6857103851","6.6195015","0.0898305402357582","UVW2"
"57463.8898833155","6.6876124","0.0906102418860357","UVW2"
"57464.0273995247","6.58968","0.0894801939706024","UVW2"
"57464.2911786463","6.638816","0.0900471685251527","UVW2"
"57464.8874779116","6.757898","0.0914241122731544","UVW2"
"57465.0268463806","6.7774386","0.0916085858355538","UVW2"
"57465.2275823575","6.8871544","0.0929084542801869","UVW2"
"57465.4156234467","6.605634","0.0896316389660754","UVW2"
"57465.8789617089","6.746745","0.091190560549687","UVW2"
"57466.2119656425","6.6283554","0.0899443925902061","UVW2"
"57466.4100201855","6.493071","0.0883417023290912","UVW2"
"57466.9436381391","6.4386606","0.0877016613284086","UVW2"
"57467.0123799287","6.593714","0.0895324336523556","UVW2"
"57467.4140855555","6.557594","0.0890759944664072","UVW2"
"57467.6123513413","6.686014","0.0906032490662952","UVW2"
"57467.8726446464","6.430511","0.0876113591329602","UVW2"
"57468.0804301221","6.465771","0.0880239398133183","UVW2"
"57468.2037507445","6.3489036","0.0866505078309731","UVW2"
"57468.40360609","6.3577134","0.0867562782937455","UVW2"
"57468.6033457871","6.5139856","0.0885610171692787","UVW2"
"57468.9454472169","6.3640045","0.0868288508374393","UVW2"
"57469.0071300852","6.436412","0.0876483631929319","UVW2"
"57469.2005946101","6.5969616","0.0895383366234012","UVW2"
"57469.5332392246","6.3053377","0.0861167531898489","UVW2"
"57469.7999796897","6.383633","0.0870031667501794","UVW2"
"57470.4774002382","6.432926","0.0876102159916459","UVW2"
"57470.6116868662","6.2986854","0.0860228303209893","UVW2"
"57471.077184536","6.4684904","0.0879240734181722","UVW2"
"57471.3376064681","6.286941","0.0859185921508365","UVW2"
"57471.4702361097","6.520704","0.0886714634325595","UVW2"
"57471.6633413371","6.136021","0.084155966831595","UVW2"
"57471.8612443086","6.536401","0.0888491616553419","UVW2"
"57472.2661123237","6.47676","0.0881528783864533","UVW2"
"57472.6591559971","6.498188","0.0884114345641753","UVW2"
"57472.9319141039","6.2757586","0.0858001100240866","UVW2"
"57473.0617986511","6.6188015","0.089826669867202","UVW2"
"57473.2632533102","6.599301","0.0895814971400262","UVW2"
"57473.4669558433","6.5848734","0.0894297694965006","UVW2"
"57473.6624262379","6.5033347","0.0884443311177512","UVW2"
"57473.9336377998","6.498578","0.0883584214560578","UVW2"
"57474.0614565162","6.4559835","0.087826927603569","UVW2"
"57474.5209167045","6.3141997","0.0862223940846405","UVW2"
"57474.6493563865","6.5364455","0.0888657569220211","UVW2"
"57474.9836590204","6.5399536","0.0888894127963206","UVW2"
"57475.4472443408","6.436514","0.087688389991769","UVW2"
"57475.6464085009","6.414052","0.0874306139058294","UVW2"
"57475.9801493451","6.487796","0.088243109967362","UVW2"
"57476.048631466","6.382307","0.0870546709511754","UVW2"
"57476.4536018897","6.390465","0.087128041751554","UVW2"
"57476.9785223761","6.200807","0.0849266598927934","UVW2"
"57477.0445922321","6.437175","0.087694165020948","UVW2"
"57477.441806618","6.3035724","0.0861360296333393","UVW2"
"57477.6431678365","6.265423","0.0856572250275526","UVW2"
"57477.9075895665","6.2567166","0.0855611404065802","UVW2"
"57478.0403459132","6.293288","0.0859975973261572","UVW2"
"57478.238494004","6.251724","0.0855164298471343","UVW2"
"57478.4376895297","6.275982","0.0857754404946084","UVW2"
"57478.6375289728","6.236065","0.0853293044603135","UVW2"
"57478.9034958105","6.187134","0.0847729572311862","UVW2"
"57479.4486674144","6.030992","0.0829128791245514","UVW2"
"57479.9013620872","6.1570445","0.0843790337676955","UVW2"
"57480.0995046292","6.1015076","0.0837481434564038","UVW2"
"57480.3808721011","6.1284175","0.084554044680505","UVW2"
"57480.5657490557","6.0741356","0.087564752372213","UVW2"
"57480.6989356566","5.953663","0.0826693511307797","UVW2"
"57481.2968392873","5.98512","0.0823333698854846","UVW2"
"57481.7613214137","5.990965","0.0824745745853093","UVW2"
"57481.8946638186","6.198174","0.0849070314742991","UVW2"
"57482.3605490496","6.0976675","0.0836291512674976","UVW2"
"57482.8917915409","6.069297","0.116460462370651","UVW2"
"57483.290350291","6.1704724","0.0845814777271178","UVW2"
"57483.4909459723","6.0359195","0.0829766106196549","UVW2"
"57483.6242675528","6.27612","0.0857982365211699","UVW2"
"57484.1558850645","6.257511","0.0855424559927571","UVW2"
"57484.2885038073","6.266418","0.0856646640761274","UVW2"
"57484.4886633006","6.2288757","0.0852553600759371","UVW2"
"57484.6880882791","6.208045","0.0850030487590198","UVW2"
"57484.8205878616","6.024653","0.0828669221008554","UVW2"
"57485.1532560653","6.168661","0.0845583545322112","UVW2"
"57485.499502246","6.2368635","0.0852806193789201","UVW2"
"57485.755165008","5.9865036","0.0824309156813351","UVW2"
"57485.821849179","5.900529","0.0813980538222263","UVW2"
"57486.1516631265","6.0909394","0.0835205427817506","UVW2"
"57486.3579966078","6.076847","0.084854334171305","UVW2"
"57486.4944390467","6.0404115","0.0829890516761774","UVW2"
"57486.6287553728","6.133358","0.0840598351717105","UVW2"
"57486.8277940485","6.139018","0.0841842990661117","UVW2"
"57487.2864221753","6.135729","0.0841229134767797","UVW2"
"57487.4843575952","5.94283","0.0818702571874753","UVW2"
"57487.680681807","5.942373","0.0819187075076844","UVW2"
"57487.8252711662","6.0269125","0.0828458314698911","UVW2"
"57488.1456810368","5.985737","0.0824201095994628","UVW2"
"57488.482074096","6.105839","0.0838291050605298","UVW2"
"57488.6152907953","6.0262525","0.0829027581007094","UVW2"
"57489.3425291656","5.82817","0.080574128700319","UVW2"
"57489.4883729778","5.8131065","0.080389534236896","UVW2"
"57489.6751512054","5.8904616","0.0812903817506359","UVW2"
"57489.816734813","5.9489116","0.081970976852351","UVW2"
"57490.474186165","5.925171","0.081676305289808","UVW2"
"57490.6761212844","5.834399","0.0805360304847904","UVW2"
"57490.8844633935","5.9560714","0.0820482380057305","UVW2"
"57491.8101896688","5.901072","0.0814113331237265","UVW2"
"57492.3365489784","5.9726916","0.0821543882663847","UVW2"
"57492.4699115696","5.747364","0.0795443989340752","UVW2"
"57492.6019018355","5.878965","0.0811417160656112","UVW2"
"57492.8774247815","6.026023","0.082871228559088","UVW2"
"57493.2672423771","5.6610966","0.078555183612045","UVW2"
"57493.532439375","5.7143126","0.0791762440499544","UVW2"
"57493.6663881253","5.811085","0.0802513257093821","UVW2"
"57494.2625389316","5.743991","0.0795664249716492","UVW2"
"57494.6636493736","5.923612","0.0815873829454626","UVW2"
"57494.8005064156","6.0162955","0.0827657297009583","UVW2"
"57495.0085088417","5.872103","0.0809802874941593","UVW2"
"57495.8667681816","5.9711276","0.0822427127148563","UVW2"
"57496.2575035318","5.870042","0.0810875567011452","UVW2"
"57496.8634228621","5.836669","0.080667163693108","UVW2"
"57497.1912973954","5.915214","0.0815800830062622","UVW2"
"57497.3207005191","5.800113","0.0802665794081244","UVW2"
"57497.4539872398","5.78956","0.080121659787007","UVW2"
"57497.7208028095","5.755748","0.0797328474759555","UVW2"
"57497.8598686161","5.834184","0.0806493842167233","UVW2"
"57498.2525117771","5.766749","0.0797708443036122","UVW2"
"57498.4508112566","5.918545","0.081636062804887","UVW2"
"57498.7169462547","5.864319","0.0809958247769868","UVW2"
"57498.8565329642","5.910524","0.0815472375800328","UVW2"
"57500.0592572887","5.810872","0.0803876242482864","UVW2"
"57500.5105521014","5.713434","0.0792484887612733","UVW2"
"57500.7107713295","5.816819","0.080423621859136","UVW2"
"57500.9182310337","5.6842128","0.0788955674448851","UVW2"
"57501.0552421772","5.798084","0.0802395245197333","UVW2"
"57501.2427092718","5.766602","0.0798496304123013","UVW2"
"57501.5081343381","5.753157","0.0797025366487534","UVW2"
"57501.776299033","5.6300782","0.0782462522298991","UVW2"
"57501.9147436550","5.80731","0.0803307733522928","UVW2"
"57502.1056850884","5.6718227","0.0787748489630407","UVW2"
"57502.3059911411","5.6002634","0.0778540984097017","UVW2"
"57502.7728353456","5.699905","0.0790545029434678","UVW2"
"57502.9140206689","5.571478","0.0775179105076572","UVW2"
"57503.0456421716","5.5528973","0.077377147073409","UVW2"
"57503.3089434306","5.690728","0.0789831787444716","UVW2"
"57503.5031213838","5.4907","0.0766389776287156","UVW2"
"57503.9069751396","5.387618","0.0754389588806538","UVW2"
"57504.0384138779","5.4949975","0.0766942475130736","UVW2"
"57504.2990239553","5.503938","0.0767278802231788","UVW2"
"57504.4983254185","5.3245894","0.0746462097403475","UVW2"
"57504.7016982693","5.261871","0.0739913028322761","UVW2"
"57505.1025530782","5.2815496","0.0741804406545967","UVW2"
"57505.2971175644","5.258727","0.073955068615515","UVW2"
"57505.700003025","5.2973363","0.0744185323404864","UVW2"
"57505.8305650603","5.2014904","0.0732893944709188","UVW2"
"57506.0352967746","5.3082792","0.0745354162761507","UVW2"
"57506.2251319444","5.181699","0.0730640711447991","UVW2"
"57506.440351846","5.3602044","0.0751304539387985","UVW2"
"57506.8275057357","5.282199","0.0742093526900763","UVW2"
"57507.0245267589","5.163081","0.0728054101600714","UVW2"
"57507.2892398978","5.3000298","0.074409093207978","UVW2"
"57438.04825","5.3","0.082100002489515","UVM2"
"57438.36784","5.29","0.0736000003940385","UVM2"
"57438.50112","5.29593","0.0474645976361821","UVM2"
"57438.70026","5.33","0.080900000325228","UVM2"
"57439.0445","5.31046","0.0565712023768347","UVM2"
"57439.36541","5.36","0.0789000020120389","UVM2"
"57439.574","5.41212","0.0470564018709884","UVM2"
"57439.70984","5.28","0.0779000002084664","UVM2"
"57440.43172","5.38308","0.0364926992907333","UVM2"
"57440.57318","5.34981","0.0441959001397057","UVM2"
"57440.7685","5.35","0.0740999986488468","UVM2"
"57440.90604","5.45481","0.0496261992477954","UVM2"
"57441.03957","5.31215","0.0537954012932995","UVM2"
"57441.42737","5.3081","0.0669343010854004","UVM2"
"57441.57188","5.36","0.073800000754753","UVM2"
"57441.77138","5.27","0.0740999986488468","UVM2"
"57441.90298","5.43826","0.044062698914794","UVM2"
"57442.0361","5.28636","0.0544722017939794","UVM2"
"57442.42453","5.32787","0.0638522975914327","UVM2"
"57442.55957","5.24725","0.0499254983397077","UVM2"
"57442.76455","5.41","0.0772999991263229","UVM2"
"57442.90074","5.28106","0.0407795012730518","UVM2"
"57443.03373","5.39","0.0847000018848476","UVM2"
"57443.42096","5.30641","0.0419374006059044","UVM2"
"57443.82065","5.34239","0.0389900012351673","UVM2"
"57444.02788","5.34643","0.0591568975032706","UVM2"
"57444.35331","5.26","0.0867000001980367","UVM2"
"57444.48421","5.29511","0.0615950977238098","UVM2"
"57444.75322","5.26","0.129000005020749","UVM2"
"57445.34926","5.4113","0.0406412999067734","UVM2"
"57445.41488","5.40894","0.0688731012681503","UVM2"
"57445.68156","5.37","0.0822000000228943","UVM2"
"57446.02365","4.93","0.089600002781419","UVM2"
"57446.34658","5.23149","0.0406533013048448","UVM2"
"57446.47982","5.18674","0.0524777991921981","UVM2"
"57446.67853","5.29219","0.0409960002473921","UVM2"
"57447.08815","5.33551","0.0532397000342974","UVM2"
"57447.47653","5.32966","0.0600108020053095","UVM2"
"57447.60846","5.26","0.0777999973811312","UVM2"
"57447.94653","5.27824","0.0540415014221683","UVM2"
"57448.01408","5.2621","0.0621443985901043","UVM2"
"57448.33943","5.27","0.074200001476182","UVM2"
"57448.53875","5.25","0.0740999986488468","UVM2"
"57448.73968","5.30457","0.0415056996764244","UVM2"
"57448.94305","5.20868","0.0537875980022729","UVM2"
"57449.01313","5.33084","0.0530259989156611","UVM2"
"57449.27011","5.22227","0.0532453010396611","UVM2"
"57449.46944","5.3","0.0764000001500856","UVM2"
"57449.66942","5.19357","0.0395287988929157","UVM2"
"57449.94721","5.27551","0.0400425005526238","UVM2"
"57450.01133","5.24204","0.0630734984420357","UVM2"
"57450.2134","5.32824","0.0632343976443225","UVM2"
"57450.60094","5","0.0766999980441794","UVM2"
"57450.80646","5.21","0.0787999991847037","UVM2"
"57451.01141","5.12","0.0710000009987059","UVM2"
"57451.26401","5.17006","0.0579105996944602","UVM2"
"57451.46248","5.2","0.074999997625084","UVM2"
"57451.66296","5.19555","0.0473054983789081","UVM2"
"57451.93258","5.16597","0.051930801196729","UVM2"
"57452.07034","5.29306","0.0621736000509609","UVM2"
"57452.26065","5.08","0.0774999994870374","UVM2"
"57452.464","5.21","0.0770000012322291","UVM2"
"57452.65994","5.15796","0.0423859998426821","UVM2"
"57452.92914","5.18138","0.0528722994934259","UVM2"
"57453.1342","5.14299","0.0598010025321864","UVM2"
"57453.25794","5.04853","0.0651592006076191","UVM2"
"57453.45572","5.14677","0.0596984003724943","UVM2"
"57453.65606","5.13601","0.0377536004769500","UVM2"
"57453.92563","5.13545","0.0513926017559996","UVM2"
"57454.46284","5.24255","0.0451137000427251","UVM2"
"57454.71928","5.16848","0.0381522009470380","UVM2"
"57455.25118","5.34","0.0742999990095613","UVM2"
"57455.44962","5.25","0.0725000010570867","UVM2"
"57456.18028","5.27","0.0727999989511805","UVM2"
"57456.64644","5.37703","0.0400277012988485","UVM2"
"57456.91451","5.46113","0.0536979977983212","UVM2"
"57457.05086","5.27838","0.0609490974586745","UVM2"
"57457.31892","5.30821","0.0618615001736332","UVM2"
"57457.45311","5.45671","0.07153589756861","UVM2"
"57457.71011","5.43519","0.0473565003502447","UVM2"
"57457.91093","5.47407","0.0507811022015971","UVM2"
"57458.25564","5.58273","0.0606733988222551","UVM2"
"57458.44695","5.61089","0.0495567001944732","UVM2"
"57458.70795","5.65579","0.0475235987749143","UVM2"
"57458.9128","5.69707","0.0472793991762208","UVM2"
"57459.11265","5.55949","0.0441374998649705","UVM2"
"57459.30771","5.76","0.0830000014657523","UVM2"
"57460.50147","5.7408","0.0614846022758405","UVM2"
"57460.70433","5.85875","0.0461849002594703","UVM2"
"57460.90197","5.87","0.096300001630465","UVM2"
"57461.69742","5.95296","0.0476537983268191","UVM2"
"57461.96316","5.8502","0.05845090083569","UVM2"
"57462.17162","5.8397","0.06314139872067","UVM2"
"57462.4949","5.87669","0.0526119003896162","UVM2"
"57462.76556","5.79129","0.0477620014918749","UVM2"
"57463.02603","5.92201","0.0761941023224758","UVM2"
"57463.29118","6.03","0.0886999985112258","UVM2"
"57463.55796","6.09433","0.0508218021347127","UVM2"
"57463.69099","6.04056","0.0453533997788862","UVM2"
"57463.89481","6.03437","0.0514387015241539","UVM2"
"57464.03128","5.97","0.0847999994182269","UVM2"
"57464.29581","5.99412","0.0598363979214698","UVM2"
"57464.89049","6.07","0.115999997456174","UVM2"
"57465.031","6.17","0.0836000025478958","UVM2"
"57465.23102","6.14","0.0960999959757945","UVM2"
"57465.41949","6.11","0.0867000001980367","UVM2"
"57465.88379","6.26068","0.0554618009741684","UVM2"
"57466.21662","6.06817","0.0598046024222123","UVM2"
"57466.4153","6.11488","0.0457818025738279","UVM2"
"57466.94947","5.92972","0.0405623008495521","UVM2"
"57467.01719","5.91874","0.0542454987196027","UVM2"
"57467.41872","6.04783","0.060042999845217","UVM2"
"57467.61785","6.11672","0.0435445000395316","UVM2"
"57467.87717","5.91852","0.0634287017084667","UVM2"
"57468.08488","5.94016","0.0667042998764853","UVM2"
"57468.20869","5.89212","0.0500764978444236","UVM2"
"57468.40827","5.99522","0.0585123001364541","UVM2"
"57468.60746","6.03","0.0824000003836088","UVM2"
"57468.95002","5.88088","0.0605253004053836","UVM2"
"57469.01177","5.92651","0.0586251990404113","UVM2"
"57469.20503","5.95341","0.0680113987690408","UVM2"
"57469.53837","5.86581","0.0465122996694077","UVM2"
"57469.80473","5.83639","0.0545802990799168","UVM2"
"57470.48232","5.91976","0.0505278022926766","UVM2"
"57470.61613","5.84105","0.0660956008247647","UVM2"
"57471.08152","5.92868","0.0725807974123429","UVM2"
"57471.34263","5.8113","0.0479994989423732","UVM2"
"57471.47526","5.83803","0.04782280257562","UVM2"
"57471.668","5.68201","0.0563414976294512","UVM2"
"57471.86521","5.95","0.0832000018264668","UVM2"
"57472.27078","6.04392","0.0590196993416391","UVM2"
"57472.47208","5.89936","0.0426766989032018","UVM2"
"57472.66314","6","0.0837999976146544","UVM2"
"57472.93701","5.96149","0.0476320984015016","UVM2"
"57473.06653","6.01216","0.0562800983286871","UVM2"
"57473.26762","6.00116","0.0726975979618134","UVM2"
"57473.47189","5.94897","0.05045540215151","UVM2"
"57473.66615","5.93","0.086799997731416","UVM2"
"57473.93822","5.967","0.0614573013451593","UVM2"
"57474.06602","5.99481","0.0621050009701451","UVM2"
"57474.52596","5.99126","0.0486993016815269","UVM2"
"57474.65337","5.95","0.0828000011050378","UVM2"
"57474.98753","6.06","0.0860000015825139","UVM2"
"57475.25398","5.53","0.148999998740552","UVM2"
"57475.45232","5.83226","0.0474176984806838","UVM2"
"57475.65155","5.94515","0.0466379993587803","UVM2"
"57475.98439","5.90063","0.0783359998301537","UVM2"
"57476.05231","5.94","0.0879000023623237","UVM2"
"57476.45723","5.72","0.0864999998373222","UVM2"
"57476.98219","5.64","0.0845000015241331","UVM2"
"57477.04821","5.8","0.0875000016408947","UVM2"
"57477.44612","5.75308","0.0721695999741424","UVM2"
"57477.64714","5.74","0.0806000024311342","UVM2"
"57477.912","5.62551","0.0655187978574641","UVM2"
"57478.044","5.75","0.0860999991158932","UVM2"
"57478.24377","5.63782","0.0427087008667403","UVM2"
"57478.44302","5.67327","0.0422907006951821","UVM2"
"57478.64259","5.70324","0.0463338986488482","UVM2"
"57478.90822","5.713","0.0546333974577978","UVM2"
"57479.24087","5.56085","0.0410752004749383","UVM2"
"57479.45372","5.53031","0.0454763995507394","UVM2"
"57479.90577","5.76607","0.0677777023788933","UVM2"
"57480.10379","5.68884","0.073231800465823","UVM2"
"57481.30103","5.52","0.0755999987072276","UVM2"
"57481.56551","5.67","0.112000000829796","UVM2"
"57481.7656","5.46826","0.0709570987799275","UVM2"
"57481.89894","5.50275","0.0719088991148453","UVM2"
"57482.36452","5.61","0.0791999999061327","UVM2"
"57483.16381","5.57","0.194000000491976","UVM2"
"57483.29505","5.5694","0.0538825980412634","UVM2"
"57483.49569","5.56615","0.0526225994745312","UVM2"
"57483.62903","5.54039","0.0520197978897059","UVM2"
"57484.15976","5.67","0.081300001046657","UVM2"
"57484.29343","5.68892","0.0487978010253807","UVM2"
"57484.49177","5.76","0.105000004086656","UVM2"
"57484.69253","5.66946","0.0647693007540861","UVM2"
"57484.8244","5.65","0.0822000000228943","UVM2"
"57485.15671","5.7","0.090400004224277","UVM2"
"57485.50309","5.61","0.0856000008610849","UVM2"
"57485.75905","5.47","0.0787999991847037","UVM2"
"57485.82572","5.45","0.0785999988239892","UVM2"
"57486.49848","5.47","0.0766999980441794","UVM2"
"57486.63334","5.56826","0.0574558012352998","UVM2"
"57486.83113","5.63","0.0927999979649392","UVM2"
"57487.291","5.52106","0.0578353990506118","UVM2"
"57487.48893","5.52342","0.0578582001187607","UVM2"
"57487.68431","5.57","0.0845999990575124","UVM2"
"57487.82987","5.62893","0.0579279003424079","UVM2"
"57488.48674","5.50533","0.0542960983502893","UVM2"
"57488.62002","5.47869","0.0526558984572701","UVM2"
"57489.34789","5.40786","0.0405495000641368","UVM2"
"57489.49267","5.35755","0.0687789006165038","UVM2"
"57489.67912","5.48","0.0779999977418457","UVM2"
"57489.82005","5.45","0.0915000035612288","UVM2"
"57490.47838","5.45","0.0749000000917048","UVM2"
"57490.68029","5.46","0.0751000004524193","UVM2"
"57490.88898","5.4049","0.0591949981040293","UVM2"
"57491.81469","5.47369","0.0604035023615243","UVM2"
"57492.34106","5.29584","0.0578356002209368","UVM2"
"57492.47337","5.24","0.0843000011634186","UVM2"
"57492.60564","5.47","0.0798000009882762","UVM2"
"57492.88199","5.35465","0.05691509775342","UVM2"
"57493.27203","5.2412","0.0485367984105962","UVM2"
"57493.53623","5.22","0.0772000015929436","UVM2"
"57493.66987","5.54","0.087199998452845","UVM2"
"57494.26691","5.34624","0.065068700431161","UVM2"
"57494.66781","5.39","0.0744999993702758","UVM2"
"57494.80499","5.53288","0.0616302019455176","UVM2"
"57495.01281","5.35479","0.0688355988844107","UVM2"
"57495.87145","5.40401","0.0531398983772872","UVM2"
"57496.26265","5.4098","0.0430941987959255","UVM2"
"57496.86805","5.41082","0.0549483984229698","UVM2"
"57497.19483","5.26","0.0826999982777026","UVM2"
"57497.32515","5.32316","0.0608251024231083","UVM2"
"57497.45812","5.39","0.0749000000917048","UVM2"
"57497.72555","5.39198","0.0512518989955488","UVM2"
"57497.86453","5.38049","0.0535777985291499","UVM2"
"57498.25703","5.38326","0.0587343974691801","UVM2"
"57498.45548","5.45768","0.0539522982649106","UVM2"
"57498.72223","5.38219","0.0411196988214267","UVM2"
"57498.86112","5.48579","0.0566346980841433","UVM2"
"57500.06387","5.3904","0.055081901403369","UVM2"
"57500.51453","5.31","0.0759000018952773","UVM2"
"57500.71497","5.34","0.0736000003940385","UVM2"
"57500.92253","5.32675","0.0687808011466792","UVM2"
"57501.05978","5.25433","0.0564463973660127","UVM2"
"57501.24623","5.31","0.0837999976146544","UVM2"
"57501.51297","5.34879","0.0487151994311557","UVM2"
"57501.78073","5.27137","0.0612384015618092","UVM2"
"57501.9194","5.31979","0.0534952022288808","UVM2"
"57502.11","5.17987","0.0658170011005009","UVM2"
