"t","y","dy","Filter"
"57495.86662","0.327142","0.026534","X3"
"57496.0048","0.332331","0.035292","X3"
"57496.25786","0.243641","0.023704","X3"
"57496.45612","0.323614","0.040025","X3"
"57496.6569","0.348755","0.034926","X3"
"57496.86321","0.403211","0.028586","X3"
"57497.19008","0.4113","0.039809","X3"
"57497.32044","0.340147","0.034597","X3"
"57497.45339","0.382508","0.037503","X3"
"57497.72077","0.401627","0.034575","X3"
"57497.85974","0.323444","0.026766","X3"
"57498.06524","0.422798","0.039972","X3"
"57498.25222","0.449087","0.041411","X3"
"57498.45074","0.356082","0.027077","X3"
"57498.71746","0.496523","0.035808","X3"
"57498.85635","0.444553","0.037267","X3"
"57499.05811","0.488027","0.070503","X3"
"57499.06583","0.430737","0.049035","X3"
"57499.70792","0.149676","0.058804","X3"
"57499.91581","0.328908","0.085595","X3"
"57499.92623","0.347639","0.084957","X3"
"57500.059","0.339258","0.035439","X3"
"57500.31092","0.350057","0.041614","X3"
"57500.50968","0.355477","0.031089","X3"
"57500.71023","0.281085","0.023984","X3"
"57500.91778","0.225119","0.020396","X3"
"57501.05494","0.208363","0.02219","X3"
"57501.2414","0.191039","0.021163","X3"
"57501.50819","0.258007","0.02816","X3"
"57501.77595","0.22421","0.021677","X3"
"57501.91463","0.249153","0.028323","X3"
"57502.10524","0.270118","0.025901","X3"
"57502.30467","0.212091","0.028279","X3"
"57502.77245","0.152545","0.016801","X3"
"57502.91251","0.173084","0.020398","X3"
"57503.0453","0.213471","0.020084","X3"
"57503.30896","0.175118","0.020204","X3"
"57503.5036","0.147327","0.016206","X3"
"57503.64317","0.145159","0.024474","X3"
"57503.90688","0.167744","0.017303","X3"
"57504.03822","0.176528","0.018554","X3"
"57504.29773","0.178049","0.019413","X3"
"57504.49811","0.179394","0.018845","X3"
"57504.70191","0.206043","0.024626","X3"
"57504.91392","0.121349","0.045866","X3"
"57505.10261","0.145749","0.015816","X3"
"57505.29648","0.173425","0.019038","X3"
"57505.56078","0.17465","0.017383","X3"
"57505.69817","0.219635","0.026834","X3"
"57505.83049","0.172507","0.01834","X3"
"57438.04346","0.073054","0.017999","X2"
"57438.36305","0.099875","0.018232","X2"
"57438.49633","0.089869","0.016445","X2"
"57438.69553","0.082151","0.021049","X2"
"57438.89851","0.070715","0.014312","X2"
"57439.03948","0.077598","0.012787","X2"
"57439.36061","0.068784","0.015881","X2"
"57439.56926","0.073547","0.015546","X2"
"57439.70501","0.091567","0.02316","X2"
"57439.89459","0.092311","0.023156","X2"
"57440.0375","0.08394","0.012774","X2"
"57440.42692","0.085977","0.011649","X2"
"57440.56835","0.07651","0.01136","X2"
"57440.76372","0.137605","0.025883","X2"
"57440.9013","0.094784","0.013355","X2"
"57441.03471","0.089315","0.018247","X2"
"57441.42262","0.081649","0.016331","X2"
"57441.56716","0.06833","0.014618","X2"
"57441.76667","0.082734","0.013238","X2"
"57441.89816","0.057779","0.0127","X2"
"57442.03133","0.084742","0.014429","X2"
"57442.41977","0.066473","0.01578","X2"
"57442.55474","0.088016","0.016226","X2"
"57442.75976","0.10081","0.021013","X2"
"57442.89598","0.083621","0.014982","X2"
"57443.02889","0.104068","0.021479","X2"
"57443.4162","0.114","0.021625","X2"
"57443.81582","0.071296","0.011297","X2"
"57444.023","0.102123","0.015808","X2"
"57444.34674","0.118589","0.018577","X2"
"57444.47947","0.072495","0.017304","X2"
"57444.7484","0.087611","0.025733","X2"
"57444.88143","0.08891","0.016899","X2"
"57445.3445","0.085414","0.015422","X2"
"57445.41005","0.137225","0.031785","X2"
"57445.67674","0.09418","0.02068","X2"
"57445.87712","0.10731","0.023311","X2"
"57446.01882","0.076055","0.017155","X2"
"57446.34176","0.105836","0.014198","X2"
"57446.47507","0.101625","0.013944","X2"
"57446.67369","0.080866","0.01743","X2"
"57446.87571","0.12659","0.022554","X2"
"57447.08334","0.082861","0.015601","X2"
"57447.33797","0.073258","0.011467","X2"
"57447.47178","0.083348","0.013247","X2"
"57447.60362","0.106604","0.01997","X2"
"57447.94171","0.083985","0.016311","X2"
"57448.00874","0.06212","0.013635","X2"
"57448.3346","0.111814","0.028225","X2"
"57448.53393","0.110975","0.018754","X2"
"57448.73489","0.094133","0.017804","X2"
"57448.93829","0.059617","0.015134","X2"
"57449.00844","0.066009","0.014491","X2"
"57449.26527","0.127486","0.028227","X2"
"57449.46466","0.084095","0.020481","X2"
"57449.66463","0.070199","0.013952","X2"
"57449.94236","0.106727","0.01997","X2"
"57450.00728","0.072779","0.01681","X2"
"57450.20865","0.109977","0.023699","X2"
"57450.39518","0.091417","0.019253","X2"
"57450.59435","0.1223","0.020169","X2"
"57450.80168","0.103734","0.019689","X2"
"57451.00761","0.104335","0.019771","X2"
"57451.25925","0.073639","0.016037","X2"
"57451.45764","0.07738","0.016985","X2"
"57451.65817","0.084244","0.016435","X2"
"57451.92777","0.061825","0.015476","X2"
"57452.06561","0.090947","0.018563","X2"
"57452.25559","0.079819","0.016643","X2"
"57452.45922","0.079863","0.015376","X2"
"57452.65517","0.065192","0.016303","X2"
"57452.92433","0.109888","0.018027","X2"
"57453.12937","0.079655","0.016779","X2"
"57453.25314","0.072848","0.015642","X2"
"57453.4509","0.096913","0.018305","X2"
"57453.6513","0.08197","0.015418","X2"
"57453.92078","0.049319","0.012654","X2"
"57454.05783","0.116884","0.024402","X2"
"57454.2489","0.10274","0.017298","X2"
"57454.45808","0.081946","0.01399","X2"
"57454.71455","0.082293","0.015086","X2"
"57454.98562","0.084649","0.016521","X2"
"57455.05374","0.072476","0.014947","X2"
"57455.24644","0.093511","0.018987","X2"
"57455.44485","0.101948","0.022508","X2"
"57455.71269","0.096473","0.019211","X2"
"57456.05021","0.084322","0.018677","X2"
"57456.17548","0.082603","0.01834","X2"
"57456.64166","0.079536","0.016229","X2"
"57456.90977","0.112801","0.017754","X2"
"57457.04605","0.083891","0.019725","X2"
"57457.31406","0.094324","0.019815","X2"
"57457.44838","0.074177","0.017539","X2"
"57457.70534","0.101016","0.019422","X2"
"57457.9061","0.12712","0.023787","X2"
"57458.04114","0.102568","0.022577","X2"
"57458.25092","0.144763","0.024204","X2"
"57458.44225","0.144178","0.024878","X2"
"57458.70314","0.114164","0.022284","X2"
"57458.90804","0.125142","0.028099","X2"
"57459.10789","0.133124","0.023373","X2"
"57459.30288","0.142033","0.024556","X2"
"57459.49903","0.128988","0.027603","X2"
"57459.96735","0.106898","0.02331","X2"
"57460.10849","0.062306","0.026015","X2"
"57460.49661","0.135982","0.022292","X2"
"57460.69951","0.086262","0.025353","X2"
"57460.89716","0.177302","0.043332","X2"
"57461.16724","0.113991","0.024679","X2"
"57461.6926","0.156602","0.025156","X2"
"57461.95835","0.156332","0.024114","X2"
"57462.1668","0.169433","0.032097","X2"
"57462.29006","0.125529","0.027416","X2"
"57462.49008","0.139906","0.022469","X2"
"57462.76081","0.144986","0.022332","X2"
"57463.02119","0.108058","0.019022","X2"
"57463.28647","0.095151","0.022742","X2"
"57463.55325","0.1237","0.020705","X2"
"57463.68628","0.150106","0.026768","X2"
"57463.88999","0.158032","0.028036","X2"
"57464.02645","0.149441","0.031158","X2"
"57464.29104","0.169064","0.02501","X2"
"57464.49471","0.100448","0.028997","X2"
"57464.68334","0.106538","0.023544","X2"
"57464.88565","0.126659","0.025602","X2"
"57465.02629","0.164117","0.027653","X2"
"57465.22621","0.147608","0.026311","X2"
"57465.41474","0.118126","0.02006","X2"
"57465.87904","0.163969","0.025488","X2"
"57466.0118","0.1157","0.02376","X2"
"57466.2119","0.120128","0.01917","X2"
"57466.41054","0.125364","0.017896","X2"
"57466.61045","0.170758","0.027443","X2"
"57466.94463","0.119714","0.021232","X2"
"57467.01241","0.103808","0.015101","X2"
"57467.20794","0.090421","0.015255","X2"
"57467.41388","0.1235","0.019069","X2"
"57467.61302","0.114307","0.019344","X2"
"57467.87236","0.106018","0.016591","X2"
"57468.0801","0.095322","0.017499","X2"
"57468.20388","0.088957","0.017777","X2"
"57468.40345","0.066421","0.013535","X2"
"57468.60264","0.121631","0.022504","X2"
"57468.94529","0.066491","0.015449","X2"
"57469.0077","0.079996","0.019892","X2"
"57469.2003","0.080563","0.016042","X2"
"57469.53354","0.087736","0.019137","X2"
"57469.79999","0.096198","0.018603","X2"
"57470.0113","0.081464","0.017364","X2"
"57470.19906","0.107086","0.019381","X2"
"57470.47754","0.109904","0.017615","X2"
"57470.61129","0.109307","0.020938","X2"
"57470.81055","0.109626","0.020857","X2"
"57471.07678","0.130791","0.023202","X2"
"57471.33779","0.141778","0.023599","X2"
"57471.4705","0.126459","0.021277","X2"
"57471.66327","0.104558","0.018771","X2"
"57471.8605","0.101406","0.019518","X2"
"57472.13094","0.123658","0.020654","X2"
"57472.266","0.075841","0.015704","X2"
"57472.46725","0.106139","0.013473","X2"
"57472.65841","0.097296","0.014667","X2"
"57472.93223","0.123202","0.029409","X2"
"57473.06178","0.108963","0.024578","X2"
"57473.2628","0.113561","0.020989","X2"
"57473.46705","0.133882","0.020164","X2"
"57473.6611","0.102529","0.018516","X2"
"57473.9335","0.086575","0.014719","X2"
"57474.06125","0.125738","0.027594","X2"
"57474.31805","0.103965","0.018015","X2"
"57474.52112","0.085199","0.017119","X2"
"57474.64865","0.119338","0.024719","X2"
"57474.9827","0.070308","0.017307","X2"
"57475.11864","0.097054","0.018023","X2"
"57475.2474","0.103288","0.02356","X2"
"57475.44752","0.089096","0.018645","X2"
"57475.64683","0.085182","0.014502","X2"
"57475.97956","0.08807","0.017381","X2"
"57476.04751","0.07652","0.0132","X2"
"57476.18283","0.103089","0.019661","X2"
"57476.45246","0.108688","0.017586","X2"
"57476.59096","0.091702","0.017567","X2"
"57476.97736","0.06833","0.016479","X2"
"57477.04339","0.066309","0.01563","X2"
"57477.17536","0.054255","0.016846","X2"
"57477.44135","0.092647","0.0177","X2"
"57477.64233","0.084621","0.017704","X2"
"57477.90718","0.109071","0.018307","X2"
"57478.03922","0.072429","0.012855","X2"
"57478.23898","0.073196","0.011411","X2"
"57478.43817","0.106052","0.017222","X2"
"57478.63776","0.088239","0.018266","X2"
"57478.90342","0.084017","0.016974","X2"
"57479.10241","0.078087","0.016876","X2"
"57479.23611","0.062696","0.019944","X2"
"57479.4489","0.112142","0.017731","X2"
"57479.70409","0.107349","0.021258","X2"
"57479.9009","0.121909","0.02551","X2"
"57480.09887","0.061192","0.016303","X2"
"57480.3779","0.087872","0.022863","X2"
"57480.56284","0.127578","0.033214","X2"
"57480.69602","0.105209","0.020824","X2"
"57480.89789","0.112024","0.021755","X2"
"57481.16404","0.070397","0.014852","X2"
"57481.29626","0.083896","0.016618","X2"
"57481.56067","0.091817","0.019796","X2"
"57481.76089","0.071757","0.016187","X2"
"57481.89411","0.081954","0.01323","X2"
"57482.16072","0.067551","0.024233","X2"
"57482.35973","0.099155","0.018582","X2"
"57482.55934","0.073026","0.019229","X2"
"57482.7583","0.145795","0.028231","X2"
"57482.88886","0.042947","0.02358","X2"
"57483.15729","0.083637","0.017071","X2"
"57483.29021","0.118018","0.024334","X2"
"57483.49091","0.127495","0.022016","X2"
"57483.62423","0.115376","0.021227","X2"
"57483.82292","0.104219","0.022597","X2"
"57484.15496","0.138712","0.026461","X2"
"57484.28859","0.100709","0.0188","X2"
"57484.48699","0.063473","0.020806","X2"
"57484.68769","0.11887","0.022261","X2"
"57484.81969","0.074201","0.016677","X2"
"57485.15191","0.131393","0.024606","X2"
"57485.35282","0.11827","0.021639","X2"
"57485.49839","0.077495","0.019184","X2"
"57485.75435","0.101458","0.021261","X2"
"57485.82089","0.145475","0.024855","X2"
"57486.14944","0.087567","0.022449","X2"
"57486.35509","0.094402","0.021358","X2"
"57486.49371","0.072816","0.015803","X2"
"57486.6286","0.089302","0.016728","X2"
"57486.82639","0.076633","0.016513","X2"
"57487.14631","0.09998","0.020516","X2"
"57487.28617","0.104673","0.021269","X2"
"57487.48409","0.067884","0.017831","X2"
"57487.67956","0.113182","0.02864","X2"
"57487.82505","0.106911","0.021134","X2"
"57488.14327","0.105482","0.01801","X2"
"57488.4819","0.070089","0.023363","X2"
"57488.61521","0.138399","0.028617","X2"
"57489.14059","0.08845","0.018546","X2"
"57489.34308","0.10277","0.015366","X2"
"57489.48791","0.115512","0.019485","X2"
"57489.67434","0.09789","0.019982","X2"
"57489.81523","0.120395","0.02384","X2"
"57490.13747","0.091587","0.02238","X2"
"57490.47383","0.075538","0.019944","X2"
"57490.67552","0.073901","0.012332","X2"
"57490.88426","0.109414","0.020088","X2"
"57491.33819","0.107697","0.019109","X2"
"57491.53715","0.085131","0.012827","X2"
"57491.67044","0.05332","0.016247","X2"
"57491.80991","0.092609","0.014321","X2"
"57492.33621","0.096721","0.019262","X2"
"57492.46851","0.084599","0.017951","X2"
"57492.60084","0.060364","0.016299","X2"
"57492.87715","0.088698","0.01891","X2"
"57493.26723","0.062656","0.013929","X2"
"57493.53139","0.076108","0.020352","X2"
"57493.66511","0.101575","0.021806","X2"
"57493.87551","0.088614","0.01945","X2"
"57494.26209","0.110156","0.020563","X2"
"57494.46207","0.128046","0.024653","X2"
"57494.66306","0.064947","0.016389","X2"
"57494.80025","0.082157","0.014467","X2"
"57495.008","0.076602","0.015476","X2"
"57495.26063","0.071383","0.011184","X2"
"57495.45958","0.072455","0.016622","X2"
"57495.86662","0.09618","0.014456","X2"
"57496.0048","0.097362","0.0192","X2"
"57496.25786","0.084661","0.013951","X2"
"57496.45612","0.10271","0.022997","X2"
"57496.6569","0.062933","0.015033","X2"
"57496.86321","0.089176","0.013484","X2"
"57497.19008","0.085363","0.018402","X2"
"57497.32044","0.06899","0.014878","X2"
"57497.45339","0.091629","0.018503","X2"
"57497.72077","0.112819","0.018368","X2"
"57497.85974","0.075176","0.012985","X2"
"57498.06524","0.089686","0.018631","X2"
"57498.25222","0.079826","0.017651","X2"
"57498.45074","0.084105","0.013238","X2"
"57498.71746","0.09023","0.015356","X2"
"57498.85635","0.059034","0.013884","X2"
"57499.05811","0.08951","0.030295","X2"
"57499.06583","0.056278","0.018517","X2"
"57499.70792","0.046241","0.032697","X2"
"57499.91581","0.044538","0.031493","X2"
"57499.92623","0.095052","0.044806","X2"
"57500.059","0.116281","0.020996","X2"
"57500.31092","0.071544","0.018943","X2"
"57500.50968","0.077416","0.01463","X2"
"57500.71023","0.094063","0.013966","X2"
"57500.91778","0.06339","0.010884","X2"
"57501.05494","0.099943","0.015436","X2"
"57501.2414","0.072354","0.013105","X2"
"57501.50819","0.082744","0.015984","X2"
"57501.77595","0.066578","0.011911","X2"
"57501.91463","0.06163","0.01423","X2"
"57502.10524","0.059759","0.012384","X2"
"57502.30467","0.069187","0.016195","X2"
"57502.77245","0.068011","0.011171","X2"
"57502.91251","0.052125","0.0112","X2"
"57503.0453","0.087147","0.012887","X2"
"57503.30896","0.096117","0.015412","X2"
"57503.5036","0.085606","0.012274","X2"
"57503.64317","0.068024","0.016825","X2"
"57503.90688","0.079682","0.012129","X2"
"57504.03822","0.063445","0.011138","X2"
"57504.29773","0.082286","0.013154","X2"
"57504.49811","0.091235","0.013432","X2"
"57504.70191","0.095094","0.016681","X2"
"57504.91392","0.104796","0.042783","X2"
"57505.10261","0.075121","0.011405","X2"
"57505.29648","0.044869","0.009792","X2"
"57505.56078","0.066826","0.010773","X2"
"57505.69817","0.050029","0.013129","X2"
"57505.83049","0.053491","0.010233","X2"
"57438.04346","0.132019","0.024442","X1"
"57438.36305","0.108397","0.019014","X1"
"57438.49633","0.13425","0.020123","X1"
"57438.69553","0.191711","0.032426","X1"
"57438.89851","0.15018","0.020862","X1"
"57439.03948","0.128524","0.016471","X1"
"57439.36061","0.145245","0.022964","X1"
"57439.56926","0.159752","0.022463","X1"
"57439.70501","0.213615","0.035043","X1"
"57439.89459","0.197809","0.0336","X1"
"57440.0375","0.157535","0.017573","X1"
"57440.42692","0.142067","0.014959","X1"
"57440.56835","0.127613","0.0146","X1"
"57440.76372","0.147142","0.027356","X1"
"57440.9013","0.156971","0.01709","X1"
"57441.03471","0.148342","0.023468","X1"
"57441.42262","0.163984","0.023078","X1"
"57441.56716","0.127289","0.018943","X1"
"57441.76667","0.150496","0.017787","X1"
"57441.89816","0.12149","0.018075","X1"
"57442.03133","0.136191","0.018407","X1"
"57442.41977","0.15685","0.024429","X1"
"57442.55474","0.16373","0.022047","X1"
"57442.75976","0.129976","0.023728","X1"
"57442.89598","0.168087","0.021109","X1"
"57443.02889","0.124251","0.02361","X1"
"57443.4162","0.138457","0.023736","X1"
"57443.81582","0.120495","0.0148","X1"
"57444.023","0.151409","0.019272","X1"
"57444.34674","0.152729","0.021176","X1"
"57444.47947","0.157234","0.025621","X1"
"57444.7484","0.124216","0.030507","X1"
"57444.88143","0.12438","0.020354","X1"
"57445.3445","0.138946","0.019726","X1"
"57445.41005","0.13453","0.031922","X1"
"57445.67674","0.151594","0.025908","X1"
"57445.87712","0.168506","0.029152","X1"
"57446.01882","0.141517","0.024155","X1"
"57446.34176","0.113164","0.014663","X1"
"57446.47507","0.114762","0.015151","X1"
"57446.67369","0.184106","0.026354","X1"
"57446.87571","0.191267","0.027962","X1"
"57447.08334","0.142348","0.020567","X1"
"57447.33797","0.126815","0.015114","X1"
"57447.47178","0.11749","0.015627","X1"
"57447.60362","0.132088","0.021717","X1"
"57447.94171","0.120408","0.019719","X1"
"57448.00874","0.168647","0.022578","X1"
"57448.3346","0.150725","0.033058","X1"
"57448.53393","0.122892","0.019925","X1"
"57448.73489","0.220196","0.027338","X1"
"57448.93829","0.107784","0.020354","X1"
"57449.00844","0.170373","0.023454","X1"
"57449.26527","0.230867","0.037362","X1"
"57449.46466","0.125567","0.025654","X1"
"57449.66463","0.119118","0.017227","X1"
"57449.94236","0.161542","0.024357","X1"
"57450.00728","0.178885","0.026169","X1"
"57450.20865","0.129465","0.023499","X1"
"57450.39518","0.135947","0.023627","X1"
"57450.59435","0.12113","0.020177","X1"
"57450.80168","0.156119","0.025518","X1"
"57451.00761","0.145232","0.023861","X1"
"57451.25925","0.123548","0.0207","X1"
"57451.45764","0.159017","0.024861","X1"
"57451.65817","0.123693","0.020093","X1"
"57451.92777","0.127716","0.021845","X1"
"57452.06561","0.205415","0.027824","X1"
"57452.25559","0.176171","0.025358","X1"
"57452.45922","0.132486","0.019868","X1"
"57452.65517","0.178601","0.026934","X1"
"57452.92433","0.200558","0.024165","X1"
"57453.12937","0.141637","0.022503","X1"
"57453.25314","0.141351","0.021637","X1"
"57453.4509","0.117698","0.020383","X1"
"57453.6513","0.163986","0.021672","X1"
"57453.92078","0.129932","0.020326","X1"
"57454.05783","0.107883","0.023447","X1"
"57454.2489","0.158885","0.022525","X1"
"57454.45808","0.102125","0.014279","X1"
"57454.71455","0.155631","0.020747","X1"
"57454.98562","0.146163","0.021785","X1"
"57455.05374","0.163645","0.022474","X1"
"57455.24644","0.151863","0.024462","X1"
"57455.44485","0.123995","0.025019","X1"
"57455.71269","0.140203","0.023308","X1"
"57456.05021","0.120627","0.02217","X1"
"57456.17548","0.167312","0.025961","X1"
"57456.64166","0.174969","0.023917","X1"
"57456.90977","0.134037","0.019396","X1"
"57457.04605","0.151601","0.026626","X1"
"57457.31406","0.153903","0.025382","X1"
"57457.44838","0.15221","0.025176","X1"
"57457.70534","0.148089","0.023333","X1"
"57457.9061","0.211129","0.030679","X1"
"57458.04114","0.130133","0.025539","X1"
"57458.25092","0.155084","0.025223","X1"
"57458.44225","0.163398","0.026551","X1"
"57458.70314","0.139461","0.025033","X1"
"57458.90804","0.128473","0.028781","X1"
"57459.10789","0.184129","0.027319","X1"
"57459.30288","0.166644","0.026531","X1"
"57459.49903","0.207335","0.034977","X1"
"57459.96735","0.176827","0.030273","X1"
"57460.10849","0.163299","0.042233","X1"
"57460.49661","0.19307","0.026873","X1"
"57460.69951","0.244703","0.043207","X1"
"57460.89716","0.153573","0.040843","X1"
"57461.16724","0.234373","0.035377","X1"
"57461.6926","0.166151","0.0261","X1"
"57461.95835","0.130899","0.022404","X1"
"57462.1668","0.187895","0.034253","X1"
"57462.29006","0.21311","0.035215","X1"
"57462.49008","0.165768","0.024626","X1"
"57462.76081","0.182099","0.025088","X1"
"57463.02119","0.170265","0.024062","X1"
"57463.28647","0.162307","0.029167","X1"
"57463.55325","0.165376","0.024216","X1"
"57463.68628","0.161304","0.027426","X1"
"57463.88999","0.241951","0.034686","X1"
"57464.02645","0.201603","0.036392","X1"
"57464.29104","0.178952","0.025782","X1"
"57464.49471","0.181713","0.039668","X1"
"57464.68334","0.164468","0.029776","X1"
"57464.88565","0.163739","0.029444","X1"
"57465.02629","0.198672","0.030583","X1"
"57465.22621","0.168397","0.028394","X1"
"57465.41474","0.182848","0.024849","X1"
"57465.87904","0.205985","0.028585","X1"
"57466.0118","0.136584","0.02607","X1"
"57466.2119","0.171993","0.022975","X1"
"57466.41054","0.189305","0.022065","X1"
"57466.61045","0.231664","0.032222","X1"
"57466.94463","0.152862","0.024275","X1"
"57467.01241","0.146114","0.017946","X1"
"57467.20794","0.12023","0.01748","X1"
"57467.41388","0.173409","0.022853","X1"
"57467.61302","0.164906","0.023115","X1"
"57467.87236","0.147904","0.019687","X1"
"57468.0801","0.144188","0.021405","X1"
"57468.20388","0.177059","0.02719","X1"
"57468.40345","0.157309","0.020521","X1"
"57468.60264","0.179315","0.02762","X1"
"57468.94529","0.151175","0.022094","X1"
"57469.0077","0.152245","0.026234","X1"
"57469.2003","0.152386","0.022249","X1"
"57469.53354","0.203748","0.029168","X1"
"57469.79999","0.232479","0.028786","X1"
"57470.0113","0.147618","0.023405","X1"
"57470.19906","0.164673","0.024249","X1"
"57470.47754","0.145716","0.020379","X1"
"57470.61129","0.108298","0.020933","X1"
"57470.81055","0.146913","0.024097","X1"
"57471.07678","0.168815","0.026662","X1"
"57471.33779","0.154792","0.02508","X1"
"57471.4705","0.163253","0.024339","X1"
"57471.66327","0.185578","0.025176","X1"
"57471.8605","0.204052","0.027832","X1"
"57472.13094","0.195896","0.026122","X1"
"57472.266","0.141752","0.021089","X1"
"57472.46725","0.156465","0.016399","X1"
"57472.65841","0.136847","0.017379","X1"
"57472.93223","0.174574","0.035364","X1"
"57473.06178","0.18884","0.032083","X1"
"57473.2628","0.177403","0.026151","X1"
"57473.46705","0.141582","0.020684","X1"
"57473.6611","0.133273","0.021178","X1"
"57473.9335","0.136816","0.018396","X1"
"57474.06125","0.18631","0.033846","X1"
"57474.31805","0.153494","0.022046","X1"
"57474.52112","0.138928","0.022082","X1"
"57474.64865","0.181326","0.031126","X1"
"57474.9827","0.137643","0.025534","X1"
"57475.11864","0.183378","0.02484","X1"
"57475.2474","0.122348","0.024086","X1"
"57475.44752","0.176308","0.026139","X1"
"57475.64683","0.141276","0.018714","X1"
"57475.97956","0.105109","0.019316","X1"
"57476.04751","0.164834","0.019245","X1"
"57476.18283","0.157366","0.024504","X1"
"57476.45246","0.161041","0.021343","X1"
"57476.59096","0.140404","0.02173","X1"
"57476.97736","0.118778","0.022695","X1"
"57477.04339","0.138728","0.022802","X1"
"57477.17536","0.16289","0.028325","X1"
"57477.44135","0.130655","0.021339","X1"
"57477.64233","0.148955","0.022334","X1"
"57477.90718","0.124742","0.02008","X1"
"57478.03922","0.144103","0.018229","X1"
"57478.23898","0.133357","0.015701","X1"
"57478.43817","0.152349","0.020875","X1"
"57478.63776","0.144328","0.023438","X1"
"57478.90342","0.16748","0.024945","X1"
"57479.10241","0.120001","0.020611","X1"
"57479.23611","0.159705","0.033643","X1"
"57479.4489","0.151453","0.020894","X1"
"57479.70409","0.150233","0.025474","X1"
"57479.9009","0.15947","0.029818","X1"
"57480.09887","0.19249","0.028433","X1"
"57480.3779","0.134193","0.028904","X1"
"57480.56284","0.08573","0.02711","X1"
"57480.69602","0.12853","0.023081","X1"
"57480.89789","0.120705","0.02254","X1"
"57481.16404","0.130779","0.020661","X1"
"57481.29626","0.090254","0.01864","X1"
"57481.56067","0.149383","0.025661","X1"
"57481.76089","0.142939","0.022673","X1"
"57481.89411","0.108998","0.01523","X1"
"57482.16072","0.143992","0.055082","X1"
"57482.35973","0.133532","0.022635","X1"
"57482.55934","0.122257","0.026481","X1"
"57482.7583","0.114788","0.025076","X1"
"57482.88886","0.217876","0.051944","X1"
"57483.15729","0.147177","0.02527","X1"
"57483.29021","0.09358","0.021758","X1"
"57483.49091","0.179719","0.026135","X1"
"57483.62423","0.16025","0.025083","X1"
"57483.82292","0.181831","0.030255","X1"
"57484.15496","0.145563","0.027409","X1"
"57484.28859","0.142555","0.022277","X1"
"57484.48699","0.105185","0.027202","X1"
"57484.68769","0.170767","0.026897","X1"
"57484.81969","0.11253","0.0206","X1"
"57485.15191","0.185079","0.029586","X1"
"57485.35282","0.183154","0.027043","X1"
"57485.49839","0.151217","0.026687","X1"
"57485.75435","0.125366","0.023939","X1"
"57485.82089","0.186244","0.028076","X1"
"57486.14944","0.201632","0.034125","X1"
"57486.35509","0.141958","0.026698","X1"
"57486.49371","0.149577","0.022753","X1"
"57486.6286","0.137169","0.021145","X1"
"57486.82639","0.115258","0.020271","X1"
"57487.14631","0.134449","0.024707","X1"
"57487.28617","0.104297","0.023086","X1"
"57487.48409","0.049008","0.02175","X1"
"57487.67956","0.150923","0.033345","X1"
"57487.82505","0.151788","0.025389","X1"
"57488.14327","0.109853","0.019136","X1"
"57488.4819","0.120851","0.03335","X1"
"57488.61521","0.116051","0.027034","X1"
"57489.14059","0.150955","0.024493","X1"
"57489.34308","0.159578","0.019285","X1"
"57489.48791","0.139377","0.020367","X1"
"57489.67434","0.174539","0.02677","X1"
"57489.81523","0.136671","0.0259","X1"
"57490.13747","0.170026","0.030788","X1"
"57490.47383","0.146591","0.027742","X1"
"57490.67552","0.132502","0.016594","X1"
"57490.88426","0.143149","0.022683","X1"
"57491.33819","0.130807","0.021203","X1"
"57491.53715","0.155477","0.017341","X1"
"57491.67044","0.154074","0.026995","X1"
"57491.80991","0.119989","0.016277","X1"
"57492.33621","0.130924","0.022735","X1"
"57492.46851","0.097515","0.019935","X1"
"57492.60084","0.163755","0.026501","X1"
"57492.87715","0.128498","0.023057","X1"
"57493.26723","0.17064","0.022965","X1"
"57493.53139","0.202908","0.033043","X1"
"57493.66511","0.194902","0.030385","X1"
"57493.87551","0.175621","0.027262","X1"
"57494.26209","0.139902","0.023348","X1"
"57494.46207","0.14356","0.026334","X1"
"57494.66306","0.217447","0.029546","X1"
"57494.80025","0.137964","0.018817","X1"
"57495.008","0.116433","0.018802","X1"
"57495.26063","0.137696","0.015641","X1"
"57495.45958","0.143589","0.023822","X1"
"57495.86662","0.136839","0.017335","X1"
"57496.0048","0.183111","0.02645","X1"
"57496.25786","0.151263","0.018574","X1"
"57496.45612","0.162454","0.029009","X1"
"57496.6569","0.135378","0.022032","X1"
"57496.86321","0.153586","0.017678","X1"
"57497.19008","0.14243","0.023883","X1"
"57497.32044","0.145239","0.022545","X1"
"57497.45339","0.14198","0.022877","X1"
"57497.72077","0.173703","0.023016","X1"
"57497.85974","0.147308","0.01813","X1"
"57498.06524","0.168805","0.025404","X1"
"57498.25222","0.154943","0.024444","X1"
"57498.45074","0.122078","0.016001","X1"
"57498.71746","0.158648","0.02043","X1"
"57498.85635","0.162799","0.022778","X1"
"57499.05811","0.125819","0.036421","X1"
"57499.06583","0.156719","0.029814","X1"
"57499.70792","0.172739","0.068642","X1"
"57499.91581","0.195965","0.066187","X1"
"57499.92623","0.097803","0.046103","X1"
"57500.059","0.165528","0.024833","X1"
"57500.31092","0.158115","0.028575","X1"
"57500.50968","0.180052","0.022288","X1"
"57500.71023","0.121061","0.0159","X1"
"57500.91778","0.136135","0.016011","X1"
"57501.05494","0.144733","0.018397","X1"
"57501.2414","0.155856","0.019114","X1"
